966,-0.03214851,0,0.46652433,-0.34324706,-0.86070681,-0.19653477,-0.30924934,-0.19491133,-2.06967998,-0.1942537,0.02785781,-0.14583395,-0.0401511,-0.00684192,-0.09285537,-0.25357038,-1.08253109,-0.24336071,-0.1773669,3.67773247,-0.26951426,0.07741329,-0.11552438,-0.38631475,-0.1910691,0.09971479,-0.14786103,0.07949154,0.0483491,0,0.19348507,-0.92343551,-1.09125018,-3.09334755,1,53:45.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,0.14833899,0,-0.26854226,0.0070823,0.48766059,-0.09836281,-0.24393906,-0.21057944,-2.06967998,-0.17014009,-0.03922385,-0.13778831,-0.08378999,-0.01041824,-0.03779798,-0.24594902,-1.08253109,0.00848834,-0.20391499,5.88849974,-0.11149891,0.06791228,-0.16523136,-0.16194314,0.11060984,0.00749653,-0.04889926,-0.11398555,0.03258982,1.13532436,0.20353355,0.16815712,-0.39125359,-1.72262061,1,53:45.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,-0.20690577,-7.97916126,-0.04603589,-0.2777473,-0.51598275,-0.13616122,-0.27570456,-0.18311307,-3.07332349,-0.15320431,0.02785781,-0.07345825,0.12152799,-0.09468745,-0.00281793,-0.18803103,-1.11635971,-0.24336071,-0.22659571,3.82972598,-0.32271087,0.23690638,0.52498704,-0.10001078,0.08606774,0.36467475,-0.08073749,-0.03977445,0.05009231,1.13532436,0.21539915,-4.68459129,1.21378493,0.68261021,1,53:45.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,-0.03214851,0,0.46652433,-0.04764371,1.95111251,-0.28980494,-0.40327421,-0.23026694,1.74578261,-0.18988732,-0.12584762,-0.16750899,-0.00805784,0.47232312,-0.08480711,-0.131734,-0.36411569,0.2841951,-0.1773669,0.16272801,0.08276176,-0.14863721,-0.56953806,-0.23230426,-0.00528016,0.28255379,-0.10056763,-0.11765919,0.02466587,0,0.20353355,-3.57537389,0.9921838,4.49824429,1,53:45.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,-0.20690577,0,0.8024292,-0.04764371,-0.35361287,-0.27816203,-0.46395099,-0.2222971,0.74213928,-0.16773252,-0.10765063,-0.15689477,-0.00805784,0.04877809,-0.05010056,-0.215188,-1.55135059,0.02564688,-0.15452944,0.3708297,0.07727513,0.16782419,0.25990176,0.11948909,0.37431189,0.27167985,0.00330823,-0.05443826,0.02466587,8.77479076,0.1838311,3.35689068,-0.35618359,-2.38863301,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,-0.03214851,0,0.17551349,-0.73492968,-3.16543221,-0.23666169,-0.35576612,-0.20667537,-1.48976326,-0.184743,0.08905238,-0.19677936,0.12152799,-0.02461218,-0.0212696,-0.23871304,-0.38663426,0.04281122,-0.15452944,0.3115066,-0.05936418,0.10114088,0.24664269,-0.31256795,-0.15264599,0.03444379,-0.13210925,-0.04345544,0.04049533,3.72418976,0.19137011,0.080783,-2.31953764,-2.30253744,1,53:46.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,-0.03214851,0,-0.26854226,0.26979128,4.18312883,-0.13716848,-0.3642734,-0.20667537,-1.48976326,-0.18716292,0.02333116,-0.15669784,0.13519832,0.29910553,-0.02900949,-0.10354576,-0.01549672,-0.13011883,-0.1277415,5.34438848,-0.1950212,0.09129592,-0.10251428,-0.23777103,-0.03539132,0.14327957,-0.08073749,-0.03977445,0.03258982,8.77479076,0.20323572,0.19121425,-0.39125359,3.4522953,1,53:46.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,-0.20690577,0,0.46652433,-0.04764371,1.71586263,-0.20567288,-0.37635514,-0.21441691,-1.48976326,-0.20398292,-0.10306352,-0.20484513,0.01463202,0.08078772,-0.07533735,-0.21146709,-1.07687247,0.13970149,-0.13920426,3.64848256,-0.04924368,0.0845053,-0.02272668,-0.2149121,0.00757495,0.14327957,-0.04889926,0.03323321,0.05009231,0,0.22330736,-0.9931767,0.25711724,-0.54559189,1,53:46.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,0.14833899,0,0.46652433,0.60128778,4.18312883,-0.23666169,-0.39121544,-0.20647445,0.74213928,-0.14910375,-0.03010291,-0.13244681,-0.02648076,0.08078772,-0.07533735,-0.19266391,-0.318836,-0.04886549,-0.10082312,2.41458035,-0.10226275,0.16020183,0.1768395,-0.04012698,0.32915357,0.0862518,0.05192425,-0.0920294,0.05009231,12.55616951,0.19348507,-0.55074608,-1.09125018,1.51834857,1,53:46.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,-0.03214851,0,0.46652433,-0.04764371,1.95111251,-0.15420693,-0.28914285,-0.21451885,-2.06967998,-0.18696009,-0.03463673,-0.24567175,-0.10651727,-0.01041824,-0.12048711,-0.22609943,-0.04943043,-0.1808186,-0.27534121,0.27880564,-0.37737182,0.07745168,-0.1786785,-0.22352576,-0.01622792,0.13711067,-0.11636133,0.12831824,0.05709339,3.72418976,0.19137011,0.91652143,-0.39125359,-1.24674392,1,53:46.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,-0.03214851,0,0.91058004,0.26979128,-0.35361287,-0.15420693,-0.31745401,-0.24207291,-0.10632587,-0.14964204,-0.1775519,-0.20472132,-0.17216948,0.26350796,-0.12984982,-0.15947838,0.50015831,-0.18744372,-0.23785412,0.16272801,-0.19885096,-0.07184933,-0.28009138,-0.10001078,0.16097489,0.23719399,-0.08073749,0.05759362,0.0483491,2.72742534,0.17166767,-5.60293674,0.25711724,-1.66445577,1,53:46.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,-0.03214851,0,0.46652433,0.26979128,1.95111251,-0.23666169,-0.35576612,-0.2381274,-0.10632587,-0.13208091,-0.04832969,-0.16203117,-0.23878673,-0.01041824,-0.07533735,-0.14626619,-0.36411569,0.09507579,-0.23785412,0.10049707,-0.10411135,0.16020183,0.2862623,-0.01126575,0.32202002,0.06189358,-0.01682647,-0.19668476,0.0043996,0.49172541,0.16381648,1.76619589,-2.66090894,5.49587297,1,53:46.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,0.14833899,0,0.46652433,0.0070823,0.3674953,-0.22462405,-0.37296462,-0.23814712,1.74578261,-0.16621417,-0.11675648,-0.1754183,0.00099588,0.07366316,-0.07458311,-0.13626736,-0.34719253,-0.13366286,-0.15452944,0.40073246,-0.17566966,0.17784543,0.34771085,-0.21527085,0.13142847,0.21024673,0.01944895,0.02590512,0.04216835,0,0.19137011,2.50428271,-1.09125018,0,1,53:46.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,-0.03214851,0,0.17551349,-0.34324706,-3.16543221,-0.06083828,-0.24749632,-0.23026694,0.74213928,-0.16911484,0.01875197,-0.1754183,0.04194995,-0.0697702,0.01669532,-0.18477546,-0.68807262,0.04281122,-0.10082312,2.38483858,-0.04149219,0.21243545,0.06949449,-0.06581546,0.1956954,0.17022683,0.03563774,0.03323321,0.05009231,0,0.19706795,-0.34248337,-1.81244361,-1.64667273,1,53:46.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,-0.20690577,-11.79428196,0.8024292,-0.62807667,-1.8643502,-0.20567288,-0.34148914,-0.20273596,-2.06967998,-0.15643448,-0.09852969,-0.1861535,-0.02648076,0.08078772,-0.04287984,-0.19770314,-0.34719253,0.0263485,-0.11620759,0.13023879,-0.02507163,0.26161835,0.25990176,0.10879115,0.25989246,0.25806254,0.01944895,-0.09935749,0.05009231,4.9593277,0.18161947,-1.4026773,-1.73962092,-0.89468151,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,0.14833899,-7.97916126,-0.04603589,-0.62807667,-4.16907549,-0.2791529,-0.39180407,-0.21459439,-1.48976326,-0.13634062,0.10269998,0.01353398,0.13972498,0.00739745,-0.00281793,-0.24594902,-0.32451212,-0.00974285,-0.15452944,-0.04907192,-0.17513908,-0.11219218,-0.54307264,-0.02261177,0.16097489,0.09971479,0.01944895,-0.03613655,0.0457387,12.55616951,0.22751823,-0.08769709,1.95574522,-3.27086782,1,53:47.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,-0.03214851,0,-0.26854226,-0.34324706,0.3674953,-0.23172431,-0.37980124,-0.21857452,-1.48976326,-0.1774337,0.02333116,-0.22606987,0.01012063,0.06297203,-0.09354948,-0.17889996,0.24710825,-0.04459974,-0.15452944,0.24955569,-0.12354176,0.03973353,-0.1786785,-0.20199293,-0.00528016,0.21024673,-0.08073749,0.02226722,0.0457387,1.87401319,0.20353355,-0.05441328,0.56541407,0.64047581,1,53:47.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,-0.03214851,0,0.8024292,-0.04764371,-3.16543221,-0.18438628,-0.34989387,-0.25002974,-0.10632587,-0.19956692,-0.04832969,-0.25864896,0.04580218,-0.24531266,-0.0864009,-0.25981602,-2.04997611,0.02564688,-0.16593662,0.3708297,-0.05936418,0.13933599,0.01924276,0.09271045,0.26659122,0.21024673,0.00330823,-0.16744193,0.04299658,0.49172541,0.20323572,-0.62629509,0.25711724,2.26622748,1,53:47.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,-0.03214851,0,-0.04603589,-0.43932635,-0.35361287,-0.23172431,-0.37980124,-0.27370515,-0.10632587,-0.14964204,-0.11217729,-0.29815447,-0.07187947,-0.0875859,-0.13973358,-0.23980644,-1.54571521,0.30481651,-0.11620759,0.03821474,0.29964191,0.07043649,-0.04895067,0.01322117,0.3091667,0.25806254,0.00330823,-0.05806354,0.03781475,0,0.1838311,1.76619589,-1.09125018,4.14750576,1,53:47.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,-0.03214851,-7.97916126,-0.26854226,0.0070823,-1.8643502,-0.14995846,-0.31949461,-0.25002974,-2.06967998,-0.1485576,-0.03922385,-0.18612467,0.06398065,0.33982277,-0.09505259,-0.23871304,0.49453482,-0.25688583,-0.2641128,-0.02013004,-0.32685667,0.04709024,-0.24047175,-0.34763679,-0.25153807,-0.03441462,-0.16351923,0.07949154,0.05886381,2.72742534,0.18349081,1.29388523,-0.97117031,-1.24674392,1,53:47.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,-0.20690577,-11.79428196,0.46652433,-0.62807667,-2.71281528,-0.0596488,-0.22672771,-0.23436822,-0.8413924,-0.18716292,0.09357904,-0.22606987,-0.0219541,0.20184693,-0.10227901,-0.24827132,0.50015831,-0.21924637,-0.1277415,-0.1665002,-0.27040708,-0.13443817,-0.63759357,-0.26615915,-0.21966882,-0.07403971,-0.13210925,0.19805412,0.05799782,-0.61218643,0.20323572,0.57520014,-0.01450265,-3.05627418,1,53:47.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,-0.20690577,0,0.46652433,-0.43932635,-1.93723011,-0.21529245,-0.34989387,-0.22628871,0.74213928,-0.14668383,0.04157348,-0.250707,0.08216237,0.22676417,-0.06256531,-0.19652832,-0.32451212,-0.1402448,-0.16593662,0.13089657,-0.17513908,-0.11219218,-0.73047107,-0.28691098,-0.06848614,0.04516189,-0.10056763,-0.02880846,0.05009231,0,0.18124071,-0.25121635,-0.39125359,-1.56196201,1,53:47.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,-0.03214851,0,0.46652433,-0.43932635,-1.93723011,-0.26215041,-0.41710389,-0.24207291,2.97398496,-0.1740011,-0.16383624,-0.09736862,-0.01283316,-0.19886267,-0.06659497,-0.13161922,-2.00455642,0.12003068,-0.01533305,0.19020818,0.17974786,0.30062556,0.73412728,0.02210537,0.3724947,0.15676384,0.06820837,-0.02880846,0.04299658,0,0.20323572,-0.62629509,0.25711724,-1.64667273,1,53:47.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,-0.03214851,0,0.46652433,-0.04764371,-0.86070681,-0.28980494,-0.41535595,-0.23019639,-0.10632587,-0.08147658,-0.01636447,-0.13244681,-0.02648076,-0.08400958,-0.09354948,-0.23149449,-1.5287751,0.02036011,-0.13920426,0.40073246,0.01209846,0.17784543,0.34771085,0.18352816,0.45161054,0.29603806,0.06820837,0.03692401,0.05535851,0,0.2093123,5.58873415,1.84064901,-6.99839354,1,53:47.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,-0.20690577,-7.97916126,0.46652433,-0.62807667,-0.86070681,-0.26904321,-0.3858538,-0.2381274,-2.06967998,-0.07659583,-0.08479126,-0.24567175,-0.09739252,0.27770188,-0.09354948,-0.215188,1.21416938,-0.10440236,-0.1277415,0.4610303,-0.04149219,0.27823874,0.44831064,0.0430714,0.37431189,0.14327957,0.00330823,0.00760342,0.05009231,0,0.18349081,-5.16050625,-1.09125018,-1.17821407,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,0.14833899,0,0.46652433,-0.2777473,-1.8643502,-0.28579915,-0.42157975,-0.26580027,-2.06967998,-0.21739577,0.00966082,-0.24541229,0.04580218,0.02755609,-0.12175983,-0.33683184,-0.40343675,-0.34324169,-0.29024678,4.74941492,-0.51994646,0.26722944,0.41103241,-0.36065781,-0.1910691,0.09971479,-0.21412773,0.05392971,0.04049533,1.87401319,0.15637565,-0.38648114,-0.01450265,-3.74674463,1,53:48.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,-0.20690577,0,-0.26854226,0.0070823,0.48766059,-0.15853773,-0.33323199,-0.26978552,-0.8413924,-0.184743,-0.04832969,-0.14602412,0.06849204,0.05587048,-0.05787532,-0.22609943,0.2358432,-0.06503081,-0.16593662,0.22046086,-0.06867409,-0.03489007,-0.26683229,0.05509872,0.29860976,0.0862518,-0.01682647,0.06850872,0.03781475,6.53150272,0.20353355,1.31007814,0.9921838,0.24313623,1,53:48.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,-0.03214851,0,0.46652433,-0.12189133,-0.35361287,-0.14588319,-0.28511229,-0.24604642,0.74213928,-0.11138694,-0.09393497,-0.07813699,0.00090527,-0.22390904,-0.03779798,-0.18886189,-2.03866529,0.00480491,-0.10082312,0.43079907,-0.09539972,0.19989687,0.46166551,0.21194573,0.65333813,0.223731,0.15457809,-0.15647595,0.04299658,0,0.19706795,9.40437412,-0.35618359,0,1,53:48.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,0.14833899,-7.97916126,0.46652433,0.0070823,-0.86070681,-0.09441723,-0.28914285,-0.21451885,-0.8413924,-0.1290559,-0.01636447,-0.17545095,0.15344064,0.23035209,-0.05787532,-0.17308471,1.00400674,-0.02152767,-0.1277415,0.13089657,-0.02507163,-0.15760453,-0.59352505,0.17364776,0.29860976,0.17022683,0.00330823,-0.09935749,0.04299658,3.72418976,0.18124071,0.66712952,-1.73962092,-0.33918312,1,53:48.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,-0.03214851,-7.97916126,0.46652433,-0.54447252,-0.51598275,-0.29509464,-0.39775512,-0.20667537,-3.07332349,-0.17014009,0.04157348,-0.191458,-0.03105995,0.05587048,-0.11987951,-0.28320572,-1.54571521,0.09986765,-0.1773669,0.04590632,-0.01796554,-0.23505588,-0.66405898,-0.29393661,-0.10434266,0.18094493,-0.16351923,0.14298205,0.05364421,1.13532436,0.18349081,0.5701521,0.56541407,-1.745049,1,53:48.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,-0.03214851,0,0.46652433,0.0070823,1.71586263,-0.18438628,-0.32950932,-0.21459439,0.74213928,-0.17014009,-0.01636447,-0.14602412,0.13519832,-0.16301033,-0.03188843,-0.2349107,-1.54007447,-0.0010966,-0.15452944,0.34108797,-0.08578452,0.15362518,0.15047894,-0.22493377,0.02035411,0.14327957,-0.11636133,0.00760342,0.05009231,1.13532436,0.18349081,-1.12342775,-0.01450265,-2.56868315,1,53:48.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,-0.03214851,0,-0.26854226,-0.04764371,0.3674953,-0.26312715,-0.38841045,-0.24212725,0.74213928,-0.11691023,-0.02550818,-0.1861535,-0.20705836,-0.00684192,-0.12927561,-0.21146709,-1.0881834,-0.1402448,-0.21526676,0.27880564,-0.1950212,0.0165175,-0.16541944,-0.07677045,0.14181149,0.11878832,-0.06484169,-0.12128447,0.02629617,6.53150272,0.20323572,0.96439987,0.9921838,-0.08375302,1,53:48.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,0.14833899,0,-0.26854226,0.3240335,1.44432831,-0.14430572,-0.29174596,-0.2422117,-2.06967998,-0.15563105,0.07538205,-0.15137304,-0.06284095,0.10485487,-0.11175758,-0.23378502,0.213348,0.09755253,-0.18877403,2.26421142,0.09227608,-0.01303905,-0.32284543,-0.18318968,-0.03671233,0.14327957,-0.19861305,0.04299825,0.04133411,-1.09373236,0.17631799,0.83629781,-0.01450265,-2.22402787,1,53:48.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,-0.20690577,0,-0.26854226,-0.43932635,-1.93723011,-0.25292891,-0.38929605,-0.23817517,-3.07332349,-0.14910375,-0.03463673,-0.12711348,-0.09288114,0.3469243,-0.05624966,-0.16937135,0.50015831,-0.00056926,-0.21526676,0.0740907,-0.02507163,-0.21581618,-0.76756865,0.18637466,0.32844153,0.09971479,0.00330823,0.05759362,0.0457387,0.49172541,0.17374016,-0.50478256,-1.09125018,1.51834857,1,53:48.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,-0.20690577,-11.79428196,0.17551349,-0.2777473,-0.51598275,-0.23433319,-0.34331927,-0.22647703,-3.92183757,-0.17502084,0.15353291,-0.17545095,0.19192831,0.44751817,-0.00281793,-0.18238835,0.72545624,-0.1151066,-0.18877403,4.54020119,-0.25204757,0.00988169,-0.32284543,-0.23623759,-0.07485649,0.04516189,-0.13210925,0.12831824,0.05364421,-0.61218643,0.20353355,0.26263228,1.30737436,-2.61571026,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,-0.03214851,0,0.17551349,-0.43932635,-0.05689882,-0.17982434,-0.32122916,-0.22628871,-1.48976326,-0.14910375,-0.16383624,-0.1754183,-0.0401511,0.15816496,-0.10227901,-0.1310167,0.26404834,0.2113464,-0.08923205,0.16272801,0.23269099,-0.07184933,-0.56953806,-0.09475808,0.23428801,0.223731,-0.01682647,-0.03977445,0.05093985,2.72742534,0.18124071,1.77634668,-0.35618359,5.68431187,1,53:49.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,-0.03214851,0,-0.47285736,-0.43932635,-0.05689882,-0.31666511,-0.40916044,-0.21441691,1.74578261,-0.0967519,-0.00720521,-0.01145615,-0.01283316,-0.13089742,-0.06506165,-0.20003009,-2.01593781,0.16839191,-0.0504513,3.67773247,0.16014269,0.0845053,-0.12598905,0.03068006,0.45326626,0.10786767,0.08865711,-0.24415238,0.03506767,0,0.19348507,2.48458552,-0.35618359,-1.04036903,1,53:49.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,-0.20690577,0,0.46652433,0.26979128,1.95111251,-0.2417579,-0.34148914,-0.23817517,-0.10632587,-0.15205489,-0.10306352,-0.1967995,-0.153991,-0.01041824,-0.1380876,-0.22250541,-0.3528395,0.24191107,-0.13920426,0.34108797,0.23008825,0.16782419,0.27310815,-0.03543145,0.10423949,0.23719399,-0.11636133,-0.12128447,0.02987147,12.55616951,0.18161947,1.76619589,1.21378493,0.17004998,1,53:49.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,-0.03214851,0,0.46652433,-0.43932635,-1.93723011,-0.20567288,-0.36546925,-0.25395465,-0.8413924,-0.10652563,-0.04832969,-0.18079987,-0.12460951,-0.2524142,-0.12984982,-0.23149449,-0.71067125,-0.02680963,-0.16593662,0.3708297,0.02929738,0.20633364,0.371602,-0.18024935,0.07855587,0.21024673,-0.11636133,-0.05443826,0.05093985,0,0.17374016,1.12184238,0.9921838,-4.20435715,1,53:49.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,-0.03214851,-7.97916126,0.17551349,0.0070823,1.71586263,-0.19212417,-0.31150863,-0.28158447,-2.06967998,-0.13208091,-0.05742084,-0.15689477,0.08979961,0.16643319,-0.07696036,-0.22017869,0.94770545,-0.29764533,-0.32365939,0.03821474,-0.53400302,0.10815465,-0.03579651,-0.26438868,-0.02898252,0.0862518,-0.19861305,-0.02516796,0.02466587,3.72418976,0.17631799,0.16815712,1.21378493,-1.72262061,1,53:49.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,-0.03214851,0,0.46652433,-0.43932635,-1.93723011,-0.34377766,-0.46337119,-0.24212725,-1.48976326,-0.12845428,-0.03010291,-0.15689477,0.13061914,0.13676135,-0.05706509,-0.17889996,0.22456665,0.00835179,-0.13920426,0.40073246,0.05140802,0.2841216,0.58872187,-0.23049466,-0.10054011,0.30950105,-0.14786103,0.00760342,0.05886381,-1.09373236,0.1759799,1.12184238,0.25711724,3.37938023,1,53:49.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,-0.03214851,0,0.17551349,0.62012064,4.18312883,-0.25664249,-0.39710513,-0.24605535,0.74213928,-0.16132073,-0.09852969,-0.18079987,0.04194995,-0.0875859,-0.03779798,-0.17493664,-1.11073625,-0.17099901,-0.16593662,2.38483858,-0.28798231,0.22871999,0.2862623,-0.04012698,0.38550043,0.0862518,0.01944895,0.07218237,0.05093985,8.77479076,0.20139328,3.35689068,0.25711724,-4.69366789,1,53:49.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,-0.03214851,0,-0.51847535,-0.12189133,-0.35361287,-0.26312715,-0.37980124,-0.21840851,0.74213928,-0.0967519,0.05071719,-0.13778831,-0.03105995,0.15457705,-0.06506165,-0.17493664,-0.34154019,0.13857393,-0.02708004,0.40073246,0.13281004,0.19306283,0.39708054,0.03930106,0.30270818,0.19937278,0.03563774,-0.04345544,0.04741523,0,0.18124071,-2.85578108,-1.09125018,-1.05815208,1,53:49.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,-0.03214851,0,-0.47285736,0.26979128,1.95111251,-0.22687748,-0.37737054,-0.21451885,-2.59434438,-0.10648112,-0.08018505,-0.05234244,-0.01283316,-0.00684192,-0.03779798,-0.21756923,-1.09383035,-0.20920251,-0.20391499,0.25424442,-0.30551195,0.41943374,0.73412728,0.0430714,0.32844153,0.00749653,-0.01682647,0.06488344,0.0457387,0,0.19137011,-2.35934496,1.21378493,-1.95364463,1,53:49.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,-0.03214851,0,-0.83542657,-0.04764371,0.3674953,-0.31109154,-0.42114025,-0.23026694,-0.8413924,-0.11626374,-0.09852969,-0.21007024,-0.02158216,-0.10177983,-0.17421281,-0.23149449,-3.41519785,-0.20124966,-0.1773669,-0.1665002,-0.25231534,-0.17599493,-0.73047107,-0.26438868,-0.02898252,0.27167985,-0.14786103,-0.05443826,0.03341016,0,0.19137011,-3.70771217,0.25711724,0.17004998,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
